"マスタ商品名","セット品フラグ","商品区分","商品扱区分","航空便不可","掛率区分","商品コード","在庫数","販売予定数","販売価格","品切れ時入荷予定"
"ﾓﾅﾌﾗﾜｰﾍﾞｰｽ","1","03","1","0","62","771012","0","0","1200","限定数終了致しました"
"ﾅﾋﾞｨﾌﾗﾜｰﾍﾞｰｽ","1","03","1","0","62","771013","0","0","3850","限定数終了しました"
"ｵｸﾀｺﾞﾅﾙﾎﾟｯﾄ","1","03","1","0","62","771014","0","0","3850","限定数終了しました"
"はしおき（重ね羽子板）","1","03","1","0","62","771015","-72","0","380","限定数終了致しました"
"ﾌﾟﾁﾌﾟﾚｰﾄ（羽根）","1","03","1","0","62","771016","-124","0","420","限定数終了致しました"
"八角ﾏｸﾞｶｯﾌﾟ","1","03","1","0","62","771017","-91","0","520","限定数終了致しました"
"ローボウル（カプリス）","1","01","1","0","62","771022","0","0","520",""
"プレート（リンカ）    771023","3","01","1","0","62","771023","0","0","400",""
"ｲﾝﾃﾘｱﾌﾗﾜｰﾍﾞｰｽ001","1","01","1","0","62","771024","0","0","5000",""
"ｲﾝﾃﾘｱﾌﾗﾜｰﾍﾞｰｽ002","1","01","1","0","62","771025","0","0","5000",""
"ﾛｺﾞｽﾀﾝﾄﾞ","1","01","1","0","62","771026","0","0","800",""
"ﾜﾝﾊﾝﾄﾞﾄﾚｰ","1","01","1","0","62","771027","0","0","1200",""
"ふた付き煎茶碗002","3","01","1","0","62","771028","0","0","980",""
"急須006","1","01","1","0","62","771029","0","0","1800",""
"はしおき（リング）","1","01","1","0","62","771030","0","0","380",""
"醤油差し（コロリ）","1","01","1","0","62","771031","0","0","600",""
"22ﾌｨｵｰﾚﾌﾟﾚｰﾄ","1","03","1","0","62","772001","0","0","2400","限定数終了致しました"
"ﾌｨｵｰﾚｶｯﾌﾟ&ｿｰｻｰ","1","03","1","0","62","772002","0","0","2400","限定数終了致しました"
"ﾄｩﾙﾑｿﾙﾄ&ﾍﾟｯﾊﾟｰ","1","03","1","0","62","772003","0","0","900","限定数終了しました"
"ｷﾞｬﾗﾘｰﾏｸﾞｶｯﾌﾟ","1","03","1","0","62","772005","-2","0","700","限定数終了しました"
"ﾏﾘｱﾏｸﾞｶｯﾌﾟ","1","03","1","0","62","772006","0","0","700","限定数終了しました"
"ﾀﾞﾌﾞﾙﾏｸﾞｶｯﾌﾟ","1","03","1","0","62","772007","0","0","980","限定数終了しました"
"二段重（ﾐﾆ）","1","03","1","0","61","772016","0","0","1000","限定数終了しました"
"ｵﾘｴﾝﾀﾙｱﾚﾝｼﾞﾄﾚｰ","1","03","1","0","61","772017","0","0","1700","限定数終了しました"
"ｵﾘｴﾝﾀﾙｶｯﾌﾟ&ｿｰｻｰ","1","01","1","0","61","772018","0","0","1300","限定数終了しました"
"ﾜｲﾄﾞﾌﾗﾜｰﾍﾞｰｽ","1","03","1","0","62","772019","0","0","1200","限定数終了致しました"
"ﾄｰﾙﾌﾗﾜｰﾍﾞｰｽ","1","01","1","0","62","772020","32","0","1200","限定数終了致しました"
"ﾎﾞﾝﾎﾞﾝﾎﾟｯﾄ","1","03","1","0","62","772021","0","0","2000","限定数終了致しました"
"ｲｻﾞﾍﾞﾙﾎﾞﾝﾎﾞﾆｴｰﾙ","1","03","1","0","62","772022","0","0","850","限定数終了致しました"
"ﾌﾟﾁﾌﾟﾚｰﾄ(ﾃｨｰﾎﾟｯﾄ)","1","03","1","0","62","772023","0","0","420","限定数終了致しました"
"ﾗｯｷｰﾌﾟﾗｰｸ","1","03","1","0","62","772024","0","0","300","限定数終了致しました"
"ｶｳﾞｪﾘ ﾎﾟｯﾄ","1","01","1","0","62","773001","69","0","2700","入荷次第お届けします"
"ｶｳﾞｪﾘ ｶｯﾌﾟ&ｿｰｻｰ","1","01","1","0","62","773002","137","0","1700","入荷次第お届けします"
"ｶｳﾞｪﾘ ﾌﾘｰﾎﾞｯｸｽ","1","01","1","0","62","773003","135","0","900","入荷次第お届けします"
"ｶｳﾞｪﾘ ﾄﾚｰ","1","01","1","0","62","773004","125","0","3200","入荷次第お届けします"
"ﾛｲﾔﾙﾌﾟﾁﾌﾟﾚｰﾄ","3","01","1","0","62","773005","233","0","780","入荷次第お届けします"
"ｽﾀｯｸﾎﾞｯｸｽ","1","01","1","0","62","773006","0","0","1500","限定数終了しました"
"ﾘﾅﾏｸﾞｶｯﾌﾟ","1","01","1","0","62","773007","693","0","750","入荷次第お届けします"
"ごはんﾎﾞｳﾙ(ﾌﾞﾗﾝ)","1","03","1","0","62","773008","0","0","850","限定数終了しました"
"ちょうちょﾍﾟｱｾｯﾄ","1","01","1","0","62","773009","0","0","900","限定数終了しました"
"ﾂｨｰﾄﾞﾘﾑﾌﾟﾚｰﾄ","1","03","1","0","62","773010","0","0","2000","限定数終了しました"
"Fujiﾌﾟﾁﾌﾟﾚｰﾄ","1","03","1","0","62","773011","-3","0","780","限定数終了致しました"
"Fujiｽﾀﾝﾄﾞ","1","01","1","0","62","773012","28","0","650","限定数終了致しました"
"ﾚｲ ｶｯﾌﾟ&ｿｰｻｰ","1","01","1","0","62","773013","296","0","2300","限定数終了致しました"
"ﾀﾞｲﾔ ﾀﾝﾌﾞﾗｰ","1","03","1","0","62","773014","0","0","1200","限定数終了致しました"
"ﾌﾟﾁﾌﾟﾚｰﾄ(りんご)","1","03","1","0","62","773015","0","0","680","限定数終了致しました"
"ｶﾅﾃﾞ ﾃｨｰﾎﾟｯﾄ","1","03","1","0","62","773016","0","0","2850","限定数終了致しました"
"ｶﾅﾃﾞ ｶｯﾌﾟ&ｿｰｻｰ","1","03","1","0","62","773017","0","0","1800","限定数終了致しました"
"ﾁｰｽﾞﾎﾞｰﾄﾞ(ｱﾗﾍﾞｽｸ)","1","03","1","0","62","773018","0","0","1850","限定数終了致しました"
"ﾊｰﾄｶｯﾌﾟ＆ｿｰｻｰ","1","01","1","0","62","773020","76","0","2100","限定数終了しました"
"すり鉢ﾎﾞｳﾙ","1","03","1","0","62","773021","-8","0","1200","限定数終了致しました"
"ｱｲｽﾍﾟｰﾙ（ﾄﾝｸﾞ・受皿付）","1","03","1","0","62","773022","0","0","3800","限定数終了致しました"
"酒器3点ｾｯﾄ","1","03","1","0","62","773023","0","0","2400","限定数終了しました"
"ｼﾞｬﾊﾟﾈｽｸ002角ﾌﾟﾚｰﾄM","1","01","1","0","62","773024","710","0","450","入荷次第お届けします"
"ｼﾞｬﾊﾟﾈｽｸ002角ﾌﾟﾚｰﾄL","1","01","1","0","62","773025","480","0","950","入荷次第お届けします"
"ｶｳﾞｪﾘ 3WAYﾎﾞｯｸｽ","1","01","1","0","62","773026","190","0","1500","入荷次第お届けします"
"ｵｰﾅﾒﾝﾄ（ﾏｸﾞｶｯﾌﾟ）","1","03","1","0","62","773027","-5","0","580","限定数終了致しました"
"ｵｰﾅﾒﾝﾄ（ﾃｨｰﾎﾟｯﾄ）","1","01","1","0","62","773028","-1","0","400","限定数終了致しました"
"ｶｰﾄﾞﾌﾟﾚｰﾄ ﾍﾟｱｾｯﾄ","1","03","1","0","62","773029","0","0","980","限定数終了致しました"
"ｸｨｰﾝ ｶｯﾌﾟ＆ｿｰｻｰ","1","01","1","0","62","773030","33","0","2980","限定数終了致しました"
"ﾀﾞｲﾅｰ ﾏｸﾞｶｯﾌﾟ","1","01","1","0","62","773031","96","0","850","限定数終了致しました"
"15㎝ﾘﾑなしﾌﾟﾚｰﾄ003     773032","3","01","1","0","62","773032","1041","0","400","入荷次第お届けします"
"ﾏﾙ ﾎﾟｯﾄ","1","03","1","0","62","773033","0","0","3000","限定数終了致しました"
"ﾒｼﾞｬｰｽﾌﾟｰﾝ（ﾍﾞｰｼｯｸ）","1","01","1","0","62","773034","321","0","380","入荷次第お届けします"
"お茶漬け碗002","1","03","1","0","62","773035","0","0","980","限定数終了致しました"
"ｽﾀﾝﾀﾞｰﾄﾞ ﾀﾝﾌﾞﾗｰ","1","03","1","0","62","773036","0","0","750","限定数終了致しました"
"ｽｸｪｱ ﾌｫﾄｽﾀﾝﾄﾞ","1","03","1","0","62","773037","0","0","1200","限定数終了致しました"
"ﾏﾄﾗｯｾ ﾀﾝﾌﾞﾗｰ","1","03","1","0","62","773038","0","0","850","限定数終了致しました"
"ｵｰﾅﾒﾝﾄ ｽﾀｰﾌﾟﾚｰﾄ","1","01","1","0","62","773039","112","0","400","限定数終了致しました"
"ﾂﾘｰﾌﾟﾚｰﾄ002","1","01","1","0","62","773040","427","0","800","限定数終了致しました"
"マッシュルーム","1","01","1","0","62","773041","51","0","1500","限定数終了しました"
"はしおき（絵の具）","1","01","1","0","62","773042","158","0","360","限定数終了しました"
"ﾎｰﾑ ﾎﾟｯﾄ","1","01","1","0","62","773043","21","0","3800","限定数終了しました"
"ﾎｰﾑ ｽﾀｯｸﾏｸﾞｶｯﾌﾟﾍﾟｱｾｯﾄ","1","01","1","0","62","773044","68","0","4600","限定数終了しました"
"ﾋﾟｯｸﾞ ﾎﾞｳﾙ＆ﾌﾟﾚｰﾄ","1","03","1","0","62","773045","1","0","1600","限定数終了しました"
"ﾐﾆﾁｭｱ ﾏｸﾞｶｯﾌﾟ","1","03","1","0","62","773046","0","0","450","限定数終了しました"
"ﾊﾆｰｸﾚｰﾙ ﾎﾟｯﾄ","1","01","1","0","62","773047","105","0","4200","入荷次第お届けします"
"ﾊﾆｰｸﾚｰﾙ ｼｭｶﾞｰ","1","01","1","0","62","773048","65","0","2000","入荷次第お届けします"
"ﾊﾆｰｸﾚｰﾙ ｸﾘｰﾏｰ","1","01","1","0","62","773049","55","0","1600","入荷次第お届けします"
"ﾊﾆｰｸﾚｰﾙ ｶｯﾌﾟ＆ｿｰｻｰ","1","01","1","0","62","773050","202","0","1700","入荷次第お届けします"
"ﾊﾆｰｸﾚｰﾙ ﾌﾟﾚｰﾄ","1","01","1","0","62","773051","143","0","1200","入荷次第お届けします"
"ﾊﾆｰｸﾚｰﾙ ﾏｸﾞｶｯﾌﾟ","1","01","1","0","62","773052","148","0","1200","入荷次第お届けします"
"ｱﾛﾏｽﾃｨﾂｸﾎﾙﾀﾞｰ（ﾘﾗｸｼﾝｸﾞ）","1","03","1","0","62","773053","0","0","980","限定数終了致しました"
"KSﾍﾟﾝﾀﾞﾝﾄﾗｲﾄ（ﾁｪｯｶｰｽﾞ）","1","01","1","0","47","773054","0","0","17000","予約注文品です"
"ﾄﾞﾗｲﾅｰﾄﾚｰ","1","03","1","0","62","773055","0","0","2000","限定数終了致しました"
"ｴｯｸﾞﾎﾙﾀﾞｰ","1","01","1","0","62","773056","119","0","1800","限定数終了致しました"
"ふた付きｽﾀｯｷﾝｸﾞﾏｸﾞｶｯﾌﾟ","1","01","1","0","62","773057","48","0","1500","限定数終了致しました"
"ﾌﾟﾗｰﾀ ﾎﾟｯﾄ","1","01","1","0","62","773058","22","0","4200","入荷次第お届けします"
"急須005","1","01","1","0","62","773059","67","0","4000","入荷次第お届けします"
"ｳｫｰﾀｰﾀﾝﾌﾞﾗｰ","1","01","1","0","62","773060","206","0","700","入荷次第お届けします"
"フワリ ボウル","1","01","1","0","62","773061","138","0","3000","限定数終了致しました"
"レンゲ（マトラッセ）","1","01","1","0","62","773062","165","0","1050","限定数終了致しました"
"トラピゾイト マグカップ","1","01","1","0","62","773063","191","0","1200","限定数終了致しました"
"ｵｰﾅﾒﾝﾄ ﾛｾﾞｯﾄﾌﾟﾚｰﾄ","1","03","1","0","62","773064","-1","0","650","限定数終了致しました"
"デイリープレートＬ","1","01","1","0","62","773065","30","0","2100","限定数終了致しました"
"ｶｳﾞｪﾘ 19ﾌﾟﾚｰﾄ","1","01","1","0","62","773066","353","0","1800","入荷次第お届けします"
"ﾌｧﾌｧﾗ ﾌﾟﾚｰﾄM（穴あき）","1","01","1","0","62","773067","130","0","2800","限定数終了しました"
"ﾌｧﾌｧﾗ ﾌﾟﾚｰﾄL（穴あき）","1","01","1","0","62","773068","154","0","3500","限定数終了しました"
"ﾌﾟﾁﾛｰｾﾞ","1","01","1","0","62","774001","0","0","350","限定数終了致しました"
"椿","1","03","1","0","62","774004","0","0","380","限定数終了致しました"
"だるま","1","01","1","0","62","774005","86","0","3000","限定数終了致しました"
"ｵｰﾅﾒﾝﾄﾓﾋﾞｰﾙ","1","03","1","0","62","775003","0","0","2600","限定数終了しました"
"ｵｰﾅﾒﾝﾄﾎﾙﾀﾞｰ(ｼﾝｸﾞﾙ)","1","03","1","0","62","775004","0","0","1200","限定数終了致しました"
"ｵｰﾅﾒﾝﾄﾎﾙﾀﾞｰ(ﾌｧｳﾝﾃﾝ002)","1","03","1","0","62","775005","-13","0","1500","限定数終了致しました"
"金屏風","1","01","1","0","62","775006","67","0","980","限定数終了しました"
"ｸﾘｱｰﾗｲﾝﾃｰﾌﾟ3mm(2個ｾｯﾄ)","1","01","1","0","52","777001","46","0","660","入荷次第お届けします"
"ｸﾘｱｰﾗｲﾝﾃｰﾌﾟ5mm(2個ｾｯﾄ)","1","01","1","0","52","777002","39","0","660","入荷次第お届けします"
"ﾏﾙﾁｽﾀﾝﾄﾞ","1","03","1","0","62","778001","0","0","2000","限定数終了しました"
"ﾗｳﾝﾄﾞﾌﾟﾗｰｸ","1","03","1","0","62","779001","0","0","1800","限定数終了致しました"
"ﾄﾙｿｰ ﾌｫｰﾑﾎﾟﾝﾌﾟ","1","03","1","0","62","782001","0","0","2100","限定数終了致しました"
"ﾄﾙｿｰ ﾌﾘｰｶｯﾌﾟ","1","03","1","0","62","782002","0","0","1100","限定数終了致しました"
"ﾄﾙｿｰ ﾊﾌﾞﾗｼｽﾀﾝﾄﾞ","1","03","1","0","62","782003","0","0","1200","限定数終了致しました"
"ｻﾝﾄﾞﾀｲﾏｰ（ｸﾞﾘｰﾝ）","1","01","1","0","62","782004","80","0","980","入荷次第お届けします"
"フラワーボックス","1","03","1","0","62","782005","0","0","1600","限定数終了致しました"
"ﾌｫｰﾑﾎﾟﾝﾌﾟ（ﾍﾞｰｼｯｸ）","1","01","1","0","62","782006","118","0","1850","入荷次第お届けします"
"KSﾂｰﾌﾟﾚｰﾄｽﾀﾝﾄﾞ（ﾌﾟﾁｻｰﾊﾞｰ付）","1","01","1","0","47","783001","6","0","9100","限定数終了しました"
"KSｽﾘｰﾌﾟﾚｰﾄｽﾀﾝﾄﾞ（ﾌﾟﾁｻｰﾊﾞｰ付）","1","03","1","0","47","783002","0","0","11600","販売終了しました"
"ﾗｳﾝﾄﾞﾎﾞﾀﾝ（2個ｾｯﾄ）","1","03","1","0","62","784001","0","0","1050","限定数終了致しました"
"ｽｸｴｱﾎﾞﾀﾝ（2個ｾｯﾄ）","1","01","1","0","62","784002","33","0","1050","入荷次第お届けします"
"ｱｸｾｻﾘｰﾌﾟﾚｰﾄ・ﾑｰﾝ（2個ｾｯﾄ）","1","03","1","0","62","784003","0","0","1200","限定数終了致しました"
"ﾘﾎﾞﾝﾌｫﾄｽﾀﾝﾄﾞ","1","03","1","0","62","785001","0","0","2400","限定数終了致しました"
"ｼﾞｬｰﾏｸﾞｶｯﾌﾟ","1","03","1","0","65","786001","1","0","1200","限定数終了しました"
"ｶﾞﾗｽ ﾌﾟﾁﾏｸﾞｸﾞﾗｽ","1","03","1","0","65","786002","1","0","900","限定数終了致しました"
"ｶﾞﾗｽ 15ｽｸｴｱﾌﾟﾚｰﾄ","1","03","1","0","65","786003","1","0","1480","限定数終了致しました"
"ｶﾞﾗｽ 28ﾘﾑﾌﾟﾚｰﾄ","1","01","1","0","65","786004","168","0","1960","入荷次第お届けします"
"ｶﾞﾗｽ ｸﾞﾗｽｶﾝﾍﾟｱｾｯﾄ","1","01","1","0","65","786005","95","0","1280","限定数終了致しました"
"ｶﾞﾗｽ ｶｯﾌﾟ＆ｿｰｻｰ","1","01","1","0","65","786006","118","0","1200","入荷次第お届けします"
"ｶﾞﾗｽ ｱｸｱｶｯﾌﾟ＆ｿｰｻｰ","1","01","1","0","65","786007","156","0","1500","入荷次第お届けします"
"ｶﾞﾗｽ ｱｸｱ19ﾌﾟﾚｰﾄ","1","01","1","0","65","786008","343","0","1400","入荷次第お届けします"
"ｶﾞﾗｽ ﾆﾜﾄﾘﾀﾝﾌﾞﾗｰ","1","01","1","0","65","786009","127","0","1000","限定数終了致しました"
"ｶﾞﾗｽ ｾﾝﾀｰﾌﾟﾚｰﾄ","1","01","1","0","65","786010","0","0","2400",""
"ｶﾞﾗｽ ﾌﾟﾁﾎﾞｳﾙ3個ｾｯﾄ","1","01","1","0","65","786011","0","0","800",""
"ｶｯﾊﾟｰﾌﾟﾚｰﾄ専用ﾎﾙﾀﾞｰ  単品","1","01","1","0","52","787001","3","0","420",""
"ｶｯﾊﾟｰﾌﾟﾚｰﾄペン先101  単品","1","01","1","0","52","787002","0","0","300",""
"電気炉専用ｵｰﾀﾞｰｼｰﾄ＆ｶﾞｲﾄﾞ","1","01","1","0","42","788001","930","0","0",""
"ｺﾞｰﾙﾄﾞｲｰｾﾞﾙ（ｱﾗﾍﾞｽｸ）","1","03","1","0","65","789001","4","0","2300","限定数終了致しました"
"ﾛｰｽﾞﾗｯｸｽﾀﾝﾄﾞ（ﾎﾜｲﾄ）","1","03","1","0","65","789002","3","0","1500","限定数終了致しました"
"ﾛｰｽﾞﾗｯｸｽﾀﾝﾄﾞ（ﾌﾞﾗｳﾝ）","1","03","1","0","65","789003","1","0","1500","限定数終了致しました"
"ﾛｰｽﾞｽﾃｯﾌﾟｽﾀﾝﾄﾞ（ﾎﾜｲﾄ）","1","03","1","0","65","789004","-2","0","2400","限定数終了致しました"
"ﾛｰｽﾞｽﾃｯﾌﾟｽﾀﾝﾄﾞ（ﾌﾞﾗｳﾝ）","1","03","1","0","65","789005","7","0","2400","限定数終了致しました"
"ｽﾊﾟｲﾗﾙｽﾃｯﾌﾟｽﾀﾝﾄﾞ（ﾎﾜｲﾄ）","1","03","1","0","65","789006","-16","0","2800","限定数終了致しました"
"ｻｰﾌﾞﾌﾟﾚｰﾄ（ｺﾞｰﾙﾄﾞ）","1","01","1","0","65","789007","47","0","980","限定数終了致しました"
